,date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team
8,2021-07-04,18:00,Eliteserien,Matchweek 11,Sun,Home,W,2,1,Mjøndalen,61.0,2000.0,Thomas Lehne Olsen,3-4-3,Sigurd Kringstad,Match Report,,16.0,4.0,,1,1,2021,Lillestrom
9,2021-07-11,15:30,Eliteserien,Matchweek 12,Sun,Away,D,2,2,Vålerenga,26.0,6147.0,Thomas Lehne Olsen,3-4-3,Kai Erik Steen,Match Report,,5.0,2.0,,0,0,2021,Lillestrom
10,2021-07-18,18:00,Eliteserien,Matchweek 13,Sun,Home,D,1,1,Molde,57.0,2000.0,Thomas Lehne Olsen,3-4-3,Ola Nilsen,Match Report,,21.0,6.0,,0,0,2021,Lillestrom
11,2021-07-21,19:00,Eliteserien,Matchweek 1,Wed,Away,W,3,2,Stabæk,43.0,1773.0,Thomas Lehne Olsen,3-4-3,Tom Hagen,Match Report,,15.0,8.0,,0,0,2021,Lillestrom
12,2021-07-28,19:00,Eliteserien,Matchweek 2,Wed,Home,W,2,0,Sarpsborg 08,49.0,2000.0,Thomas Lehne Olsen,3-4-3,Mohammad Aslam,Match Report,,14.0,6.0,,0,0,2021,Lillestrom
13,2021-08-08,18:00,Eliteserien,Matchweek 14,Sun,Away,D,1,1,Sandefjord,41.0,2000.0,Thomas Lehne Olsen,3-4-3,Tore Hansen,Match Report,,21.0,5.0,,0,0,2021,Lillestrom
14,2021-08-15,18:00,Eliteserien,Matchweek 15,Sun,Home,L,0,1,Bodø/Glimt,43.0,4500.0,Thomas Lehne Olsen,3-4-3,Espen Andreas Eskås,Match Report,,8.0,2.0,,0,0,2021,Lillestrom
15,2021-08-22,18:00,Eliteserien,Matchweek 16,Sun,Away,W,3,0,Haugesund,47.0,2215.0,Thomas Lehne Olsen,3-4-3,Sivert Amland,Match Report,,10.0,3.0,,0,0,2021,Lillestrom
16,2021-08-28,18:00,Eliteserien,Matchweek 17,Sat,Away,W,2,1,Mjøndalen,56.0,1500.0,Thomas Lehne Olsen,3-4-3,Kristoffer Hagenes,Match Report,,18.0,11.0,,0,0,2021,Lillestrom
17,2021-09-11,18:00,Eliteserien,Matchweek 18,Sat,Home,L,2,3,Brann,59.0,4500.0,Thomas Lehne Olsen,3-4-3,Ola Nilsen,Match Report,,19.0,3.0,,0,0,2021,Lillestrom
18,2021-09-18,18:00,Eliteserien,Matchweek 19,Sat,Away,W,3,2,Odd,42.0,3295.0,Thomas Lehne Olsen,3-4-3,Tommy Skjerven,Match Report,,15.0,5.0,,0,0,2021,Lillestrom
19,2021-09-25,18:00,Eliteserien,Matchweek 20,Sat,Home,L,1,2,Tromsø,62.0,4189.0,Thomas Lehne Olsen,3-4-3,Rohit Saggi,Match Report,,9.0,4.0,,1,1,2021,Lillestrom
20,2021-10-02,18:00,Eliteserien,Matchweek 21,Sat,Away,L,1,2,Sarpsborg 08,62.0,4937.0,Vetle Dragsnes,3-4-3,Marius Grøtta,Match Report,,12.0,2.0,,0,0,2021,Lillestrom
21,2021-10-16,18:00,Eliteserien,Matchweek 22,Sat,Home,D,0,0,Kristiansund,57.0,5652.0,Thomas Lehne Olsen,3-4-3,Espen Andreas Eskås,Match Report,,16.0,4.0,,0,0,2021,Lillestrom
22,2021-10-23,16:00,Eliteserien,Matchweek 23,Sat,Away,L,1,5,Viking,38.0,11026.0,Ifeanyi Mathew,3-4-3,Tom Hagen,Match Report,,14.0,5.0,,0,0,2021,Lillestrom
23,2021-10-27,18:00,Eliteserien,Matchweek 24,Wed,Home,W,3,0,Stabæk,52.0,3594.0,Thomas Lehne Olsen,3-4-3,Kai Erik Steen,Match Report,,20.0,9.0,,0,0,2021,Lillestrom
24,2021-10-30,18:00,Eliteserien,Matchweek 25,Sat,Away,W,3,1,Rosenborg,43.0,11126.0,Thomas Lehne Olsen,3-4-3,Tore Hansen,Match Report,,17.0,4.0,,0,0,2021,Lillestrom
25,2021-11-07,19:00,Eliteserien,Matchweek 26,Sun,Home,D,0,0,Vålerenga,52.0,10504.0,Thomas Lehne Olsen,3-4-3,Kristoffer Hagenes,Match Report,,6.0,2.0,,0,0,2021,Lillestrom
26,2021-11-21,17:00,Eliteserien,Matchweek 27,Sun,Away,L,0,2,Bodø/Glimt,39.0,4141.0,Thomas Lehne Olsen,3-4-3,Ola Nilsen,Match Report,,9.0,3.0,,0,0,2021,Lillestrom
27,2021-11-27,18:00,Eliteserien,Matchweek 28,Sat,Home,W,4,1,Strømsgodset,46.0,3797.0,Thomas Lehne Olsen,3-4-3,Sivert Amland,Match Report,,18.0,8.0,,0,0,2021,Lillestrom
28,2021-12-05,17:00,Eliteserien,Matchweek 29,Sun,Away,D,3,3,Molde,46.0,4673.0,Thomas Lehne Olsen,3-4-3,Rohit Saggi,Match Report,,17.0,10.0,,0,0,2021,Lillestrom
29,2021-12-12,17:00,Eliteserien,Matchweek 30,Sun,Home,W,2,0,Sandefjord,52.0,4748.0,Thomas Lehne Olsen,3-4-3,Kristoffer Hagenes,Match Report,,11.0,4.0,,0,0,2021,Lillestrom
0,2021-05-09,20:00,Eliteserien,Matchweek 1,Sun,Away,D,1,1,Vålerenga,41.0,,Markus Henriksen,4-3-3,Tore Hansen,Match Report,,8.0,2.0,,0,0,2021,Rosenborg
1,2021-05-13,20:00,Eliteserien,Matchweek 2,Thu,Home,W,5,0,Viking,61.0,600.0,Markus Henriksen,4-3-3,Kristoffer Hagenes,Match Report,,19.0,8.0,,0,0,2021,Rosenborg
2,2021-05-16,18:00,Eliteserien,Matchweek 3,Sun,Away,D,2,2,Bodø/Glimt,41.0,600.0,André Hansen,4-3-3,Kai Erik Steen,Match Report,,10.0,4.0,,0,0,2021,Rosenborg
3,2021-05-20,20:30,Eliteserien,Matchweek 14,Thu,Home,W,3,2,Brann,62.0,600.0,André Hansen,4-3-3,Tom Hagen,Match Report,,17.0,6.0,,0,0,2021,Rosenborg
4,2021-05-24,20:00,Eliteserien,Matchweek 4,Mon,Home,L,2,3,Molde,59.0,600.0,Per Ciljan Skjelbred,4-3-3,Espen Andreas Eskås,Match Report,,17.0,8.0,,0,0,2021,Rosenborg
5,2021-05-27,18:00,Eliteserien,Matchweek 5,Thu,Away,W,2,1,Sandefjord,54.0,600.0,Kristoffer Zachariassen,4-3-3,Ola Nilsen,Match Report,,14.0,4.0,,0,0,2021,Rosenborg
6,2021-05-30,18:00,Eliteserien,Matchweek 6,Sun,Home,W,4,2,Stabæk,59.0,600.0,Per Ciljan Skjelbred,4-3-3,Kai Erik Steen,Match Report,,19.0,5.0,,0,0,2021,Rosenborg
7,2021-06-13,18:00,Eliteserien,Matchweek 7,Sun,Away,L,1,2,Strømsgodset,48.0,200.0,Per Ciljan Skjelbred,4-3-3,Kristoffer Hagenes,Match Report,,13.0,3.0,,0,0,2021,Rosenborg
8,2021-06-20,18:00,Eliteserien,Matchweek 8,Sun,Home,L,0,1,Sarpsborg 08,58.0,600.0,Per Ciljan Skjelbred,4-3-3,Tore Hansen,Match Report,,15.0,4.0,,0,0,2021,Rosenborg
9,2021-06-25,20:00,Eliteserien,Matchweek 9,Fri,Away,L,0,2,Lillestrøm,60.0,2000.0,Per Ciljan Skjelbred,4-3-3,Ola Nilsen,Match Report,,19.0,7.0,,0,0,2021,Rosenborg
10,2021-06-30,18:00,Eliteserien,Matchweek 10,Wed,Home,D,0,0,Haugesund,60.0,4461.0,Alexander Tettey,4-3-3,Sivert Amland,Match Report,,14.0,2.0,,0,0,2021,Rosenborg
11,2021-07-04,18:00,Eliteserien,Matchweek 11,Sun,Away,D,2,2,Odd,36.0,2000.0,André Hansen,4-3-3,Tore Hansen,Match Report,,13.0,4.0,,0,0,2021,Rosenborg
12,2021-07-10,18:00,Eliteserien,Matchweek 12,Sat,Home,W,1,0,Kristiansund,45.0,5463.0,André Hansen,4-3-3,Svein Oddvar Moen,Match Report,,13.0,4.0,,0,0,2021,Rosenborg
13,2021-07-18,18:00,Eliteserien,Matchweek 13,Sun,Away,W,3,1,Tromsø,55.0,2000.0,André Hansen,4-3-3,Espen Andreas Eskås,Match Report,,10.0,6.0,,0,0,2021,Rosenborg
14,2021-08-15,18:00,Eliteserien,Matchweek 15,Sun,Away,W,2,1,Mjøndalen,56.0,1500.0,André Hansen,4-3-2-1,Ola Nilsen,Match Report,,11.0,5.0,,0,0,2021,Rosenborg
15,2021-08-22,20:00,Eliteserien,Matchweek 16,Sun,Home,W,5,0,Odd,51.0,6235.0,André Hansen,4-3-3,Espen Andreas Eskås,Match Report,,12.0,6.0,,0,0,2021,Rosenborg
16,2021-08-29,18:00,Eliteserien,Matchweek 17,Sun,Away,L,1,2,Viking,56.0,6151.0,André Hansen,4-3-3,Mohammad Aslam,Match Report,,12.0,2.0,,0,0,2021,Rosenborg
17,2021-09-12,20:00,Eliteserien,Matchweek 18,Sun,Home,W,3,2,Tromsø,62.0,6688.0,André Hansen,4-3-3,Tore Hansen,Match Report,,15.0,5.0,,0,0,2021,Rosenborg
18,2021-09-19,18:00,Eliteserien,Matchweek 19,Sun,Away,W,3,1,Sarpsborg 08,50.0,3409.0,André Hansen,3-4-3,Sigurd Kringstad,Match Report,,12.0,3.0,,0,0,2021,Rosenborg
19,2021-09-26,18:00,Eliteserien,Matchweek 20,Sun,Home,W,3,1,Mjøndalen,68.0,10021.0,André Hansen,4-2-3-1,Svein Oddvar Moen,Match Report,,15.0,8.0,,0,0,2021,Rosenborg
20,2021-10-03,20:00,Eliteserien,Matchweek 21,Sun,Away,L,0,1,Kristiansund,39.0,4444.0,Per Ciljan Skjelbred,4-2-3-1,Kai Erik Steen,Match Report,,7.0,1.0,,0,0,2021,Rosenborg
21,2021-10-17,19:00,Eliteserien,Matchweek 22,Sun,Home,D,2,2,Vålerenga,35.0,16618.0,Markus Henriksen,4-2-3-1,Rohit Saggi,Match Report,,10.0,4.0,,0,0,2021,Rosenborg
22,2021-10-24,17:00,Eliteserien,Matchweek 23,Sun,Home,W,4,1,Sandefjord,61.0,17439.0,Per Ciljan Skjelbred,4-3-3,Sivert Amland,Match Report,,22.0,11.0,,0,0,2021,Rosenborg
23,2021-10-27,18:00,Eliteserien,Matchweek 24,Wed,Away,D,0,0,Haugesund,60.0,4228.0,Markus Henriksen,4-3-3,Marius Grøtta,Match Report,,17.0,4.0,,0,0,2021,Rosenborg
24,2021-10-30,18:00,Eliteserien,Matchweek 25,Sat,Home,L,1,3,Lillestrøm,57.0,11126.0,Markus Henriksen,4-3-3,Tore Hansen,Match Report,,14.0,5.0,,0,0,2021,Rosenborg
25,2021-11-06,18:00,Eliteserien,Matchweek 26,Sat,Away,D,2,2,Brann,54.0,11113.0,André Hansen,4-2-3-1,Espen Andreas Eskås,Match Report,,8.0,4.0,,0,0,2021,Rosenborg
26,2021-11-21,19:00,Eliteserien,Matchweek 27,Sun,Away,L,1,4,Molde,55.0,7325.0,Markus Henriksen,4-3-3,Kristoffer Hagenes,Match Report,,12.0,3.0,,0,0,2021,Rosenborg
27,2021-11-28,17:00,Eliteserien,Matchweek 28,Sun,Home,D,0,0,Bodø/Glimt,30.0,10910.0,Markus Henriksen,4-3-3,Rohit Saggi,Match Report,,10.0,1.0,,0,0,2021,Rosenborg
28,2021-12-05,17:00,Eliteserien,Matchweek 29,Sun,Away,W,3,1,Stabæk,53.0,2670.0,Markus Henriksen,4-3-3,Tom Hagen,Match Report,,12.0,8.0,,0,0,2021,Rosenborg
29,2021-12-12,17:00,Eliteserien,Matchweek 30,Sun,Home,D,2,2,Strømsgodset,63.0,6697.0,Markus Henriksen,4-3-3,Kai Erik Steen,Match Report,,8.0,3.0,,1,1,2021,Rosenborg
0,2021-05-09,18:00,Eliteserien,Matchweek 1,Sun,Away,L,0,2,Molde,40.0,600.0,Dan Peter Ulvestad,4-3-3,Kai Erik Steen,Match Report,,10.0,5.0,,0,0,2021,Kristiansund
1,2021-05-12,18:00,Eliteserien,Matchweek 2,Wed,Home,L,0,2,Bodø/Glimt,43.0,600.0,Dan Peter Ulvestad,4-2-3-1,Sivert Amland,Match Report,,17.0,2.0,,0,0,2021,Kristiansund
2,2021-05-16,15:00,Eliteserien,Matchweek 3,Sun,Away,W,2,1,Vålerenga,27.0,,Dan Peter Ulvestad,4-2-3-1,Svein Oddvar Moen,Match Report,,11.0,5.0,,0,0,2021,Kristiansund
3,2021-05-24,18:00,Eliteserien,Matchweek 4,Mon,Home,W,1,0,Strømsgodset,40.0,600.0,Dan Peter Ulvestad,4-3-3,Ola Nilsen,Match Report,,11.0,5.0,,0,0,2021,Kristiansund
4,2021-05-27,18:00,Eliteserien,Matchweek 5,Thu,Away,W,1,0,Sarpsborg 08,43.0,,Dan Peter Ulvestad,4-3-3,Svein Oddvar Moen,Match Report,,24.0,6.0,,0,0,2021,Kristiansund
5,2021-05-30,18:00,Eliteserien,Matchweek 6,Sun,Home,W,1,0,Lillestrøm,57.0,600.0,Aliou Coly,4-3-3,Tore Hansen,Match Report,,21.0,6.0,,0,0,2021,Kristiansund
6,2021-06-12,15:00,Eliteserien,Matchweek 7,Sat,Home,W,2,0,Odd,40.0,600.0,Aliou Coly,4-3-3,Mohammad Aslam,Match Report,,18.0,5.0,,0,0,2021,Kristiansund
7,2021-06-20,18:00,Eliteserien,Matchweek 8,Sun,Away,L,0,3,Haugesund,45.0,600.0,Aliou Coly,4-3-3,Marius Grøtta,Match Report,,10.0,6.0,,0,0,2021,Kristiansund
8,2021-06-24,18:00,Eliteserien,Matchweek 9,Thu,Home,D,1,1,Mjøndalen,59.0,1831.0,Aliou Coly,4-3-3,Kristoffer Hagenes,Match Report,,12.0,4.0,,0,0,2021,Kristiansund
9,2021-06-30,18:00,Eliteserien,Matchweek 10,Wed,Away,D,0,0,Tromsø,40.0,1574.0,Dan Peter Ulvestad,4-3-3,Rohit Saggi,Match Report,,7.0,0.0,,0,0,2021,Kristiansund
10,2021-07-05,19:00,Eliteserien,Matchweek 11,Mon,Home,W,3,2,Brann,50.0,1905.0,Dan Peter Ulvestad,4-3-3,Espen Andreas Eskås,Match Report,,17.0,8.0,,0,0,2021,Kristiansund
11,2021-07-10,18:00,Eliteserien,Matchweek 12,Sat,Away,L,0,1,Rosenborg,55.0,5463.0,Dan Peter Ulvestad,4-2-3-1,Svein Oddvar Moen,Match Report,,10.0,2.0,,0,0,2021,Kristiansund
12,2021-07-18,18:00,Eliteserien,Matchweek 13,Sun,Home,W,2,0,Sandefjord,43.0,1900.0,Aliou Coly,4-3-3,Tom Hagen,Match Report,,17.0,8.0,,0,0,2021,Kristiansund
13,2021-08-08,18:00,Eliteserien,Matchweek 14,Sun,Away,L,2,3,Viking,59.0,3511.0,Aliou Coly,4-3-3,Espen Andreas Eskås,Match Report,,17.0,7.0,,0,0,2021,Kristiansund
14,2021-08-14,18:00,Eliteserien,Matchweek 15,Sat,Home,W,5,1,Stabæk,56.0,1900.0,Aliou Coly,4-3-3,Kristoffer Hagenes,Match Report,,17.0,9.0,,1,1,2021,Kristiansund
15,2021-08-22,18:00,Eliteserien,Matchweek 16,Sun,Away,L,0,3,Bodø/Glimt,39.0,2000.0,Dan Peter Ulvestad,4-3-3,Christian Moen,Match Report,,15.0,4.0,,0,0,2021,Kristiansund
16,2021-08-29,18:00,Eliteserien,Matchweek 17,Sun,Home,W,2,0,Molde,46.0,1911.0,Dan Peter Ulvestad,4-3-3,Ola Nilsen,Match Report,,14.0,6.0,,0,0,2021,Kristiansund
17,2021-09-12,18:00,Eliteserien,Matchweek 18,Sun,Away,W,2,1,Strømsgodset,42.0,2522.0,Andreas Hopmark,4-3-3,Sivert Amland,Match Report,,11.0,6.0,,1,1,2021,Kristiansund
18,2021-09-18,18:00,Eliteserien,Matchweek 19,Sat,Home,W,3,2,Haugesund,51.0,1919.0,Dan Peter Ulvestad,4-3-3,Marius Grøtta,Match Report,,17.0,5.0,,0,0,2021,Kristiansund
19,2021-09-26,18:00,Eliteserien,Matchweek 20,Sun,Away,L,1,3,Brann,53.0,8076.0,Dan Peter Ulvestad,4-3-3,Tom Hagen,Match Report,,13.0,1.0,,0,0,2021,Kristiansund
20,2021-10-03,20:00,Eliteserien,Matchweek 21,Sun,Home,W,1,0,Rosenborg,61.0,4444.0,Dan Peter Ulvestad,4-2-3-1,Kai Erik Steen,Match Report,,25.0,8.0,,0,1,2021,Kristiansund
21,2021-10-16,18:00,Eliteserien,Matchweek 22,Sat,Away,D,0,0,Lillestrøm,43.0,5652.0,Andreas Hopmark,4-4-1-1,Espen Andreas Eskås,Match Report,,10.0,3.0,,0,0,2021,Kristiansund
22,2021-10-24,17:00,Eliteserien,Matchweek 23,Sun,Home,L,1,3,Sarpsborg 08,54.0,3932.0,Dan Peter Ulvestad,4-3-3,Sigurd Kringstad,Match Report,,15.0,3.0,,0,0,2021,Kristiansund
23,2021-10-27,18:00,Eliteserien,Matchweek 24,Wed,Away,L,0,5,Mjøndalen,55.0,1427.0,Dan Peter Ulvestad,4-3-3,Tommy Skjerven,Match Report,,13.0,2.0,,0,0,2021,Kristiansund
24,2021-10-30,16:00,Eliteserien,Matchweek 25,Sat,Home,D,1,1,Tromsø,45.0,3841.0,Dan Peter Ulvestad,4-3-3,Mohammad Aslam,Match Report,,7.0,3.0,,0,0,2021,Kristiansund
25,2021-11-07,17:00,Eliteserien,Matchweek 26,Sun,Away,W,4,2,Odd,46.0,3300.0,Aliou Coly,4-3-3,Rohit Saggi,Match Report,,16.0,8.0,,0,0,2021,Kristiansund
26,2021-11-21,17:00,Eliteserien,Matchweek 27,Sun,Away,L,0,3,Stabæk,51.0,2353.0,Dan Peter Ulvestad,4-2-3-1,Mohammad Aslam,Match Report,,10.0,4.0,,0,0,2021,Kristiansund
27,2021-11-28,17:00,Eliteserien,Matchweek 28,Sun,Home,L,2,3,Viking,41.0,3914.0,Aliou Coly,4-2-3-1,Kristoffer Hagenes,Match Report,,9.0,6.0,,0,0,2021,Kristiansund
28,2021-12-05,17:00,Eliteserien,Matchweek 29,Sun,Away,L,2,3,Sandefjord,51.0,1077.0,Aliou Coly,4-3-3,Sigurd Kringstad,Match Report,,13.0,4.0,,0,0,2021,Kristiansund
29,2021-12-12,17:00,Eliteserien,Matchweek 30,Sun,Home,W,2,1,Vålerenga,40.0,3522.0,Aliou Coly,4-3-3,Marius Grøtta,Match Report,,13.0,8.0,,1,1,2021,Kristiansund
0,2021-05-09,20:00,Eliteserien,Matchweek 1,Sun,Home,D,1,1,Rosenborg,59.0,,Jonatan Tollås,4-3-3,Tore Hansen,Match Report,,15.0,4.0,,0,0,2021,Valerenga
1,2021-05-12,20:00,Eliteserien,Matchweek 2,Wed,Away,W,3,0,Brann,62.0,600.0,Jonatan Tollås,4-3-3,Dag Vidar Hafsås,Match Report,,13.0,5.0,,0,0,2021,Valerenga
2,2021-05-16,15:00,Eliteserien,Matchweek 3,Sun,Home,L,1,2,Kristiansund,74.0,,Jonatan Tollås,4-3-3,Svein Oddvar Moen,Match Report,,19.0,6.0,,0,1,2021,Valerenga
3,2021-05-24,18:00,Eliteserien,Matchweek 4,Mon,Away,D,1,1,Mjøndalen,67.0,200.0,Jonatan Tollås,4-3-3,Kai Erik Steen,Match Report,,12.0,2.0,,0,0,2021,Valerenga
4,2021-05-27,20:00,Eliteserien,Matchweek 5,Thu,Away,W,3,2,Molde,52.0,600.0,Jonatan Tollås,4-3-3,Tom Hagen,Match Report,,6.0,4.0,,0,0,2021,Valerenga
5,2021-05-30,18:00,Eliteserien,Matchweek 6,Sun,Home,W,3,1,Sandefjord,54.0,,Jonatan Tollås,4-3-3,Kristoffer Hagenes,Match Report,,14.0,6.0,,1,1,2021,Valerenga
6,2021-06-13,20:00,Eliteserien,Matchweek 7,Sun,Away,L,1,4,Viking,67.0,600.0,Fredrik Oldrup Jensen,4-3-3,Tore Hansen,Match Report,,8.0,3.0,,0,0,2021,Valerenga
7,2021-06-16,20:00,Eliteserien,Matchweek 14,Wed,Home,D,1,1,Odd,58.0,600.0,Fredrik Oldrup Jensen,4-3-3,Svein Oddvar Moen,Match Report,,13.0,1.0,,0,0,2021,Valerenga
8,2021-06-20,20:00,Eliteserien,Matchweek 8,Sun,Home,D,1,1,Bodø/Glimt,49.0,2000.0,Jonatan Tollås,4-3-3,Rohit Saggi,Match Report,,21.0,9.0,,0,0,2021,Valerenga
9,2021-06-24,20:00,Eliteserien,Matchweek 9,Thu,Away,W,2,0,Stabæk,67.0,1492.0,Jonatan Tollås,4-3-3,Tore Hansen,Match Report,,16.0,4.0,,0,0,2021,Valerenga
10,2021-07-01,20:00,Eliteserien,Matchweek 10,Thu,Home,W,4,1,Sarpsborg 08,65.0,3893.0,Jonatan Tollås,4-3-3,Kristoffer Hagenes,Match Report,,12.0,7.0,,0,0,2021,Valerenga
11,2021-07-04,20:00,Eliteserien,Matchweek 11,Sun,Away,D,1,1,Strømsgodset,55.0,2000.0,Jonatan Tollås,4-3-3,Tom Hagen,Match Report,,11.0,4.0,,0,0,2021,Valerenga
12,2021-07-11,15:30,Eliteserien,Matchweek 12,Sun,Home,D,2,2,Lillestrøm,74.0,6147.0,Jonatan Tollås,4-3-3,Kai Erik Steen,Match Report,,18.0,4.0,,0,0,2021,Valerenga
13,2021-07-18,18:00,Eliteserien,Matchweek 13,Sun,Away,L,1,3,Haugesund,53.0,2000.0,Jonatan Tollås,4-3-3,Mohammad Aslam,Match Report,,5.0,2.0,,1,1,2021,Valerenga
14,2021-08-15,18:00,Eliteserien,Matchweek 15,Sun,Away,D,1,1,Tromsø,52.0,1820.0,Jonatan Tollås,4-3-3,Marius Grøtta,Match Report,,6.0,3.0,,0,0,2021,Valerenga
15,2021-08-22,18:00,Eliteserien,Matchweek 16,Sun,Home,D,1,1,Viking,55.0,5184.0,Jonatan Tollås,4-3-3,Tore Hansen,Match Report,,15.0,3.0,,0,0,2021,Valerenga
16,2021-08-29,20:00,Eliteserien,Matchweek 17,Sun,Home,W,3,1,Stabæk,53.0,4579.0,Jonatan Tollås,4-3-3,Kai Erik Steen,Match Report,,20.0,9.0,,0,0,2021,Valerenga
17,2021-09-12,18:00,Eliteserien,Matchweek 18,Sun,Away,L,0,3,Sandefjord,51.0,1800.0,Jonatan Tollås,4-3-3,Svein Oddvar Moen,Match Report,,6.0,1.0,,0,0,2021,Valerenga
18,2021-09-19,18:00,Eliteserien,Matchweek 19,Sun,Home,D,1,1,Molde,52.0,7084.0,Jonatan Tollås,4-3-3,Mohammad Aslam,Match Report,,10.0,2.0,,1,1,2021,Valerenga
19,2021-09-26,20:00,Eliteserien,Matchweek 20,Sun,Away,L,0,1,Bodø/Glimt,43.0,3724.0,Jonatan Tollås,4-3-3,Kristoffer Hagenes,Match Report,,6.0,1.0,,0,0,2021,Valerenga
20,2021-10-03,18:00,Eliteserien,Matchweek 21,Sun,Home,W,3,0,Strømsgodset,61.0,6430.0,Jonatan Tollås,4-3-3,Christian Moen,Match Report,,21.0,6.0,,0,0,2021,Valerenga
21,2021-10-17,19:00,Eliteserien,Matchweek 22,Sun,Away,D,2,2,Rosenborg,65.0,16618.0,Jonatan Tollås,4-3-3,Rohit Saggi,Match Report,,16.0,4.0,,0,0,2021,Valerenga
22,2021-10-24,17:00,Eliteserien,Matchweek 23,Sun,Home,W,2,1,Haugesund,64.0,5035.0,Jonatan Tollås,4-3-3,Tore Hansen,Match Report,,17.0,6.0,,0,0,2021,Valerenga
23,2021-10-28,20:00,Eliteserien,Matchweek 24,Thu,Away,L,1,2,Sarpsborg 08,56.0,4801.0,Jonatan Tollås,4-3-3,Tom Hagen,Match Report,,9.0,3.0,,0,0,2021,Valerenga
24,2021-10-31,20:00,Eliteserien,Matchweek 25,Sun,Home,W,1,0,Brann,55.0,6193.0,Jonatan Tollås,4-3-3,Svein Oddvar Moen,Match Report,,11.0,4.0,,0,0,2021,Valerenga
25,2021-11-07,19:00,Eliteserien,Matchweek 26,Sun,Away,D,0,0,Lillestrøm,48.0,10504.0,Jonatan Tollås,4-3-3,Kristoffer Hagenes,Match Report,,6.0,2.0,,0,0,2021,Valerenga
26,2021-11-21,17:00,Eliteserien,Matchweek 27,Sun,Home,D,1,1,Tromsø,58.0,4822.0,Jonatan Tollås,4-3-3,Mathias Kringstad,Match Report,,12.0,6.0,,0,0,2021,Valerenga
27,2021-11-27,18:00,Eliteserien,Matchweek 28,Sat,Away,W,2,1,Odd,44.0,3685.0,Jonatan Tollås,4-3-3,Tom Hagen,Match Report,,6.0,3.0,,1,1,2021,Valerenga
28,2021-12-05,17:00,Eliteserien,Matchweek 29,Sun,Home,W,2,0,Mjøndalen,59.0,4112.0,Jonatan Tollås,4-3-3,Tore Hansen,Match Report,,19.0,9.0,,0,0,2021,Valerenga
29,2021-12-12,17:00,Eliteserien,Matchweek 30,Sun,Away,L,1,2,Kristiansund,60.0,3522.0,Jonatan Tollås,4-3-3,Marius Grøtta,Match Report,,8.0,2.0,,0,0,2021,Valerenga
0,2021-05-16,15:00,Eliteserien,Matchweek 3,Sun,Home,D,0,0,Haugesund,47.0,600.0,Joachim Thomassen,3-4-3,Rohit Saggi,Match Report,,16.0,2.0,,0,0,2021,Sarpsborg 08
1,2021-05-24,15:00,Eliteserien,Matchweek 4,Mon,Away,D,1,1,Odd,36.0,600.0,Joachim Thomassen,3-4-3,Dag Vidar Hafsås,Match Report,,10.0,4.0,,0,0,2021,Sarpsborg 08
2,2021-05-27,18:00,Eliteserien,Matchweek 5,Thu,Home,L,0,1,Kristiansund,57.0,,Joachim Thomassen,3-4-3,Svein Oddvar Moen,Match Report,,12.0,0.0,,0,0,2021,Sarpsborg 08
3,2021-05-30,18:00,Eliteserien,Matchweek 6,Sun,Away,W,2,0,Tromsø,36.0,600.0,Joachim Thomassen,3-4-3,Marius Grøtta,Match Report,,2.0,2.0,,1,1,2021,Sarpsborg 08
4,2021-06-13,18:00,Eliteserien,Matchweek 7,Sun,Home,D,0,0,Brann,54.0,600.0,Joachim Thomassen,3-4-3,Espen Andreas Eskås,Match Report,,8.0,4.0,,0,0,2021,Sarpsborg 08
5,2021-06-16,18:00,Eliteserien,Matchweek 16,Wed,Away,L,1,4,Molde,40.0,600.0,Joachim Thomassen,3-4-3,Ola Nilsen,Match Report,,13.0,2.0,,0,0,2021,Sarpsborg 08
6,2021-06-20,18:00,Eliteserien,Matchweek 8,Sun,Away,W,1,0,Rosenborg,42.0,600.0,Joachim Thomassen,3-4-3,Tore Hansen,Match Report,,8.0,5.0,,0,0,2021,Sarpsborg 08
7,2021-06-25,18:00,Eliteserien,Matchweek 9,Fri,Home,L,1,2,Viking,50.0,2000.0,Joachim Thomassen,3-4-3,Tom Hagen,Match Report,,10.0,2.0,,0,0,2021,Sarpsborg 08
8,2021-07-01,20:00,Eliteserien,Matchweek 10,Thu,Away,L,1,4,Vålerenga,35.0,3893.0,Joachim Thomassen,3-4-3,Kristoffer Hagenes,Match Report,,5.0,0.0,,0,0,2021,Sarpsborg 08
9,2021-07-04,18:00,Eliteserien,Matchweek 11,Sun,Home,W,1,0,Molde,36.0,,Joachim Thomassen,3-4-3,Svein Oddvar Moen,Match Report,,9.0,2.0,,0,0,2021,Sarpsborg 08
10,2021-07-10,18:00,Eliteserien,Matchweek 12,Sat,Away,L,0,2,Sandefjord,47.0,2000.0,Joachim Thomassen,3-4-3,Christian Moen,Match Report,,9.0,1.0,,0,0,2021,Sarpsborg 08
11,2021-07-17,20:00,Eliteserien,Matchweek 13,Sat,Home,D,2,2,Bodø/Glimt,33.0,2000.0,Joachim Thomassen,3-4-3,Sivert Amland,Match Report,,7.0,3.0,,0,0,2021,Sarpsborg 08
